"","ID_Year","Family","BlockDrought","Region","Site.Lat","Experiment_Date","SLA","Water_Content","Assimilation","Stomatal_Conductance","Period"
"524","S29_2015","302","4_D","2.Center","39.4_S29",99,184.689349112426,0.26,7.344228723,0.275433252333333,"Peak"
"527","S29_2015","302","3_W","2.Center","39.4_S29",91,163.402948402948,0.290714285714286,6.419682771,0.151477094666667,"Peak"
"528","S29_2015","302","4_W","2.Center","39.4_S29",89,122.042253521127,0.417647058823529,6.72387020133333,0.104158681333333,"Peak"
"531","S29_2015","303","3_D","2.Center","39.4_S29",96,163.697674418605,0.27741935483871,11.6541243933333,0.239188781,"Peak"
"532","S29_2015","303","4_D","2.Center","39.4_S29",85,181.741573033708,0.237333333333333,6.01399516,0.0461478703333333,"Peak"
"539","S32_2014","322","3_D","2.Center","37.5_S32",93,214.494382022472,0.234210526315789,12.78419167,0.619620693666667,"Peak"
"540","S32_2014","322","4_D","2.Center","37.5_S32",93,192.331154684096,0.27,13.9927410066667,0.427862705333333,"Peak"
"543","S32_2014","322","3_W","2.Center","37.5_S32",96,184.749498997996,0.293529411764706,10.53131286,0.414317234333333,"Peak"
"544","S32_2014","322","4_W","2.Center","37.5_S32",101,184.081027667984,0.31625,7.76795629933333,0.190101687333333,"Peak"
"547","S32_2014","323","3_D","2.Center","37.5_S32",99,632.989323843416,0.0906451612903226,12.4906509666667,0.617720884,"Peak"
"548","S32_2014","323","4_D","2.Center","37.5_S32",93,254.624277456647,0.199615384615385,7.73754785533333,0.232304709333333,"Peak"
"551","S32_2014","323","3_W","2.Center","37.5_S32",107,260.451745379877,0.221363636363636,14.9014932866667,0.681765973666667,"Peak"
"552","S32_2014","323","4_W","2.Center","37.5_S32",113,204.082503556188,0.319545454545455,10.4360362933333,0.296364015333333,"Peak"
"555","S32_2014","324","3_D","2.Center","37.5_S32",85,302,0.176470588235294,16.6142750033333,0.385893037333333,"Peak"
"556","S32_2014","324","4_D","2.Center","37.5_S32",86,258.630806845966,0.240588235294118,12.7873369766667,0.406425827666667,"Peak"
"559","S32_2014","324","3_W","2.Center","37.5_S32",95,257.328244274809,0.201538461538462,17.4068435133333,0.531686005,"Peak"
"560","S32_2014","324","4_W","2.Center","37.5_S32",90,255.63025210084,0.264444444444444,13.5679409433333,0.686283666666667,"Peak"
"563","S32_2014","325","3_D","2.Center","37.5_S32",88,285.754385964912,0.19,14.5933652866667,0.520657717666667,"Peak"
"564","S32_2014","325","4_D","2.Center","37.5_S32",91,174.036458333333,0.3072,9.71438043966667,0.165122649333333,"Peak"
"567","S32_2014","325","3_W","2.Center","37.5_S32",89,190.675675675676,0.2664,9.668791622,0.203222019333333,"Peak"
"568","S32_2014","325","4_W","2.Center","37.5_S32",118,287.596741344196,0.163666666666667,16.30431635,0.737235358333333,"Peak"
"571","S32_2014","326","3_D","2.Center","37.5_S32",84,193.553895410886,0.260277777777778,12.9392316466667,0.445682643,"Peak"
"572","S32_2014","326","4_D","2.Center","37.5_S32",98,184.983552631579,0.337777777777778,8.620595285,0.115754338666667,"Peak"
"575","S32_2014","326","3_W","2.Center","37.5_S32",90,186.769911504425,0.226,15.86247404,0.556006096,"Peak"
"579","S32_2014","327","3_D","2.Center","37.5_S32",87,168.166259168704,0.215263157894737,13.42169684,0.593234956666667,"Peak"
"580","S32_2014","327","4_D","2.Center","37.5_S32",82,196.360655737705,0.305,3.67084564166667,0.033446483,"Peak"
"583","S32_2014","327","3_W","2.Center","37.5_S32",105,303.602251407129,0.1665625,14.4028987633333,0.470395728,"Peak"
"584","S32_2014","327","4_W","2.Center","37.5_S32",90,134.289044289044,0.306428571428571,11.79962713,0.555027238333333,"Peak"
"587","S36_2015","368","3_D","1.North","42.3_S36",102,308.949579831933,0.108181818181818,19.6912336133333,0.628864256333333,"Peak"
"588","S36_2015","368","4_D","1.North","42.3_S36",93,246.095076400679,0.173235294117647,7.13189534533333,0.0935007846666667,"Peak"
"591","S36_2015","368","3_W","1.North","42.3_S36",87,277.048710601719,0.166190476190476,10.49844882,0.613404979,"Peak"
"596","S36_2015","369","4_D","1.North","42.3_S36",90,244.409937888199,0.195151515151515,4.02857572733333,0.0484251743333333,"Peak"
"599","S36_2015","369","3_W","1.North","42.3_S36",113,356.666666666667,0.114,15.63112018,0.551944654,"Peak"
"600","S36_2015","369","4_W","1.North","42.3_S36",99,229.157024793388,0.195161290322581,13.73901354,0.440233164666667,"Peak"
"604","S36_2015","370","4_D","1.North","42.3_S36",88,191.946472019465,0.241764705882353,15.36090535,0.579626867333333,"Peak"
"607","S36_2015","370","3_W","1.North","42.3_S36",107,271.123595505618,0.178,13.0250609933333,0.640560287333333,"Peak"
"611","S36_2015","371","3_D","1.North","42.3_S36",111,227.760416666667,0.147692307692308,12.6843456366667,0.551217934666667,"Peak"
"612","S36_2015","371","4_D","1.North","42.3_S36",89,201.398305084746,0.214545454545455,12.2532962233333,0.427642053666667,"Peak"
"615","S36_2015","371","3_W","1.North","42.3_S36",104,313.696275071633,0.124642857142857,17.8187280166667,0.513788554,"Peak"
"620","S36_2015","372","4_D","1.North","42.3_S36",99,313.208955223881,0.1608,12.28246721,0.433263898333333,"Peak"
"623","S36_2015","372","3_W","1.North","42.3_S36",102,302.428940568475,0.1548,12.2298129733333,0.454277590666667,"Peak"
"624","S36_2015","372","4_W","1.North","42.3_S36",108,270.434782608696,0.220416666666667,10.5427271333333,0.351898725333333,"Peak"
"627","S36_2015","373","3_D","1.North","42.3_S36",92,230.023094688222,0.188260869565217,13.25089182,0.743508015333333,"Peak"
"628","S36_2015","373","4_D","1.North","42.3_S36",93,234.661190965092,0.270555555555556,14.7588750366667,0.522153553333333,"Peak"
"631","S36_2015","373","3_W","1.North","42.3_S36",104,269.851973684211,0.148292682926829,11.44606513,0.298554123666667,"Peak"
"632","S36_2015","373","4_W","1.North","42.3_S36",114,285.322966507177,0.177872340425532,16.3864961566667,0.810659892666667,"Peak"
"636","S36_2015","374","4_D","1.North","42.3_S36",89,202.064156206416,0.2240625,9.46054044266667,0.373529409,"Peak"
"639","S36_2015","374","3_W","1.North","42.3_S36",111,415.746835443038,0.158,12.4207997133333,0.638465459,"Peak"
"643","S36_2015","375","3_D","1.North","42.3_S36",92,264.823529411765,0.147826086956522,17.1310123,0.559715294333333,"Peak"
"644","S36_2015","375","4_D","1.North","42.3_S36",82,213.333333333333,0.193333333333333,11.9677281466667,0.279025587333333,"Peak"
"647","S36_2015","375","3_W","1.North","42.3_S36",107,279.515151515152,0.132,12.22644097,0.559113568333333,"Peak"
"651","S36_2015","376","3_D","1.North","42.3_S36",110,230.481099656357,0.171176470588235,13.2349107633333,0.538460269666667,"Peak"
"652","S36_2015","376","4_D","1.North","42.3_S36",109,220.711743772242,0.234166666666667,11.26976063,0.231404421333333,"Peak"
"655","S36_2015","376","3_W","1.North","42.3_S36",93,266.909492273731,0.161785714285714,13.7582980866667,0.362387752666667,"Peak"
"664","S18_2014","386","4_W","2.Center","39.7_S18",121,363.562753036437,0.137222222222222,15.0638097333333,0.661237130333333,"Peak"
